id,surah,ayat,terjemah,clean_ayat,topik
[3.186],Ali-Imran,186,Kamu sungguh-sungguh akan diuji terhadap hartamu dan dirimu. Dan (juga) kamu sungguh-sungguh akan mendengar dari orang-orang yang diberi Kitab sebelum kamu dan dari orang-orang yang mempersekutukan Allah gangguan yang banyak yang menyakitkan hati. Jika kamu bersabar dan bertakwa maka sesungguhnya yang demikian itu termasuk urusan yang patut diutamakan.,sungguh sungguh uji harta diri sungguh sungguh dengar kitab sekutu allah ganggu sakit hati sabar takwa sungguh urus patut utama,bangsa bangsa terdahulu
[3.186],Ali-Imran,186,Kamu sungguh-sungguh akan diuji terhadap hartamu dan dirimu. Dan (juga) kamu sungguh-sungguh akan mendengar dari orang-orang yang diberi Kitab sebelum kamu dan dari orang-orang yang mempersekutukan Allah gangguan yang banyak yang menyakitkan hati. Jika kamu bersabar dan bertakwa maka sesungguhnya yang demikian itu termasuk urusan yang patut diutamakan.,sungguh sungguh uji harta diri sungguh sungguh dengar kitab sekutu allah ganggu sakit hati sabar takwa sungguh urus patut utama,iman
[3.186],Ali-Imran,186,Kamu sungguh-sungguh akan diuji terhadap hartamu dan dirimu. Dan (juga) kamu sungguh-sungguh akan mendengar dari orang-orang yang diberi Kitab sebelum kamu dan dari orang-orang yang mempersekutukan Allah gangguan yang banyak yang menyakitkan hati. Jika kamu bersabar dan bertakwa maka sesungguhnya yang demikian itu termasuk urusan yang patut diutamakan.,sungguh sungguh uji harta diri sungguh sungguh dengar kitab sekutu allah ganggu sakit hati sabar takwa sungguh urus patut utama,sejarah
[3.187],Ali-Imran,187,Dan (ingatlah) ketika Allah mengambil janji dari orang-orang yang telah diberi kitab (yaitu): Hendaklah kamu menerangkan isi kitab itu kepada manusia dan jangan kamu menyembunyikannya. Lalu mereka melemparkan janji itu ke belakang punggung mereka dan mereka menukarnya dengan harga yang sedikit. Amatlah buruk tukaran yang mereka terima.,ingat allah ambil janji kitab terang kitab manusia sembunyi lempar janji punggung tukar harga buruk tukar terima,alquran
[3.187],Ali-Imran,187,Dan (ingatlah) ketika Allah mengambil janji dari orang-orang yang telah diberi kitab (yaitu): Hendaklah kamu menerangkan isi kitab itu kepada manusia dan jangan kamu menyembunyikannya. Lalu mereka melemparkan janji itu ke belakang punggung mereka dan mereka menukarnya dengan harga yang sedikit. Amatlah buruk tukaran yang mereka terima.,ingat allah ambil janji kitab terang kitab manusia sembunyi lempar janji punggung tukar harga buruk tukar terima,ilmu
[3.188],Ali-Imran,188,Janganlah sekali-kali kamu menyangka bahwa orang-orang yang gembira dengan apa yang telah mereka kerjakan dan mereka suka supaya dipuji terhadap perbuatan yang belum mereka kerjakan janganlah kamu menyangka bahwa mereka terlepas dari siksa dan bagi mereka siksa yang pedih.,sangka gembira kerja suka puji buat kerja sangka lepas siksa siksa pedih,ilmu
[3.188],Ali-Imran,188,Janganlah sekali-kali kamu menyangka bahwa orang-orang yang gembira dengan apa yang telah mereka kerjakan dan mereka suka supaya dipuji terhadap perbuatan yang belum mereka kerjakan janganlah kamu menyangka bahwa mereka terlepas dari siksa dan bagi mereka siksa yang pedih.,sangka gembira kerja suka puji buat kerja sangka lepas siksa siksa pedih,iman
[3.189],Ali-Imran,189,Kepunyaan Allah-lah kerajaan langit dan bumi dan Allah Maha Kuasa atas segala sesuatu.,punya allah raja langit bumi allah maha kuasa,iman
[3.190],Ali-Imran,190,Sesungguhnya dalam penciptaan langit dan bumi dan silih bergantinya malam dan siang terdapat tanda-tanda bagi orang-orang yang berakal,sungguh cipta langit bumi silih ganti malam siang tanda tanda akal,alquran
[3.191],Ali-Imran,191,(yaitu) orang-orang yang mengingat Allah sambil berdiri atau duduk atau dalam keadaan berbaring dan mereka memikirkan tentang penciptaan langit dan bumi (seraya berkata): Ya Tuhan kami tiadalah Engkau menciptakan ini dengan sia-sia. Maha Suci Engkau maka peliharalah kami dari siksa neraka.,allah diri duduk baring pikir cipta langit bumi seraya tuhan tiada engkau cipta sia sia maha suci engkau pelihara siksa neraka,alquran
[3.191],Ali-Imran,191,(yaitu) orang-orang yang mengingat Allah sambil berdiri atau duduk atau dalam keadaan berbaring dan mereka memikirkan tentang penciptaan langit dan bumi (seraya berkata): Ya Tuhan kami tiadalah Engkau menciptakan ini dengan sia-sia. Maha Suci Engkau maka peliharalah kami dari siksa neraka.,allah diri duduk baring pikir cipta langit bumi seraya tuhan tiada engkau cipta sia sia maha suci engkau pelihara siksa neraka,ibadah
[3.191],Ali-Imran,191,(yaitu) orang-orang yang mengingat Allah sambil berdiri atau duduk atau dalam keadaan berbaring dan mereka memikirkan tentang penciptaan langit dan bumi (seraya berkata): Ya Tuhan kami tiadalah Engkau menciptakan ini dengan sia-sia. Maha Suci Engkau maka peliharalah kami dari siksa neraka.,allah diri duduk baring pikir cipta langit bumi seraya tuhan tiada engkau cipta sia sia maha suci engkau pelihara siksa neraka,iman
[3.192],Ali-Imran,192,Ya Tuhan kami sesungguhnya barang siapa yang Engkau masukkan ke dalam neraka maka sungguh telah Engkau hinakan ia dan tidak ada bagi orang-orang yang zalim seorang penolongpun.,tuhan sungguh barang engkau masuk neraka sungguh engkau hina zalim tolong,ibadah
[3.192],Ali-Imran,192,Ya Tuhan kami sesungguhnya barang siapa yang Engkau masukkan ke dalam neraka maka sungguh telah Engkau hinakan ia dan tidak ada bagi orang-orang yang zalim seorang penolongpun.,tuhan sungguh barang engkau masuk neraka sungguh engkau hina zalim tolong,iman
[3.193],Ali-Imran,193,Ya Tuhan kami sesungguhnya kami mendengar (seruan) yang menyeru kepada iman (yaitu): Berimanlah kamu kepada Tuhan-mu maka kami pun beriman. Ya Tuhan kami ampunilah bagi kami dosa-dosa kami dan hapuskanlah dari kami kesalahan-kesalahan kami dan wafatkanlah kami beserta orang-orang yang berbakti.,tuhan sungguh dengar seru seru iman rim tuhan iman tuhan ampun dosa dosa hapus salah salah wafat serta bakti,bangsa bangsa terdahulu
[3.193],Ali-Imran,193,Ya Tuhan kami sesungguhnya kami mendengar (seruan) yang menyeru kepada iman (yaitu): Berimanlah kamu kepada Tuhan-mu maka kami pun beriman. Ya Tuhan kami ampunilah bagi kami dosa-dosa kami dan hapuskanlah dari kami kesalahan-kesalahan kami dan wafatkanlah kami beserta orang-orang yang berbakti.,tuhan sungguh dengar seru seru iman rim tuhan iman tuhan ampun dosa dosa hapus salah salah wafat serta bakti,ibadah
[3.193],Ali-Imran,193,Ya Tuhan kami sesungguhnya kami mendengar (seruan) yang menyeru kepada iman (yaitu): Berimanlah kamu kepada Tuhan-mu maka kami pun beriman. Ya Tuhan kami ampunilah bagi kami dosa-dosa kami dan hapuskanlah dari kami kesalahan-kesalahan kami dan wafatkanlah kami beserta orang-orang yang berbakti.,tuhan sungguh dengar seru seru iman rim tuhan iman tuhan ampun dosa dosa hapus salah salah wafat serta bakti,iman
[3.194],Ali-Imran,194,Ya Tuhan kami berilah kami apa yang telah Engkau janjikan kepada kami dengan perantaraan rasul-rasul Engkau. Dan janganlah Engkau hinakan kami di hari kiamat. Sesungguhnya Engkau tidak menyalahi janji.,tuhan ilah engkau janji antara rasul rasul engkau engkau hina kiamat sungguh engkau salah janji,bangsa bangsa terdahulu
[3.194],Ali-Imran,194,Ya Tuhan kami berilah kami apa yang telah Engkau janjikan kepada kami dengan perantaraan rasul-rasul Engkau. Dan janganlah Engkau hinakan kami di hari kiamat. Sesungguhnya Engkau tidak menyalahi janji.,tuhan ilah engkau janji antara rasul rasul engkau engkau hina kiamat sungguh engkau salah janji,ibadah
[3.194],Ali-Imran,194,Ya Tuhan kami berilah kami apa yang telah Engkau janjikan kepada kami dengan perantaraan rasul-rasul Engkau. Dan janganlah Engkau hinakan kami di hari kiamat. Sesungguhnya Engkau tidak menyalahi janji.,tuhan ilah engkau janji antara rasul rasul engkau engkau hina kiamat sungguh engkau salah janji,iman
[3.195],Ali-Imran,195,Maka Tuhan mereka memperkenankan permohonannya (dengan berfirman) Sesungguhnya Aku tidak menyia-nyiakan amal orang-orang yang beramal di antara kamu baik laki-laki atau perempuan (karena) sebagian kamu adalah turunan dari sebagian yang lain. Maka orang-orang yang berhijrah yang diusir dari kampung halamannya yang disakiti pada jalan-Ku yang berperang dan yang dibunuh pastilah akan Ku-hapuskan kesalahan-kesalahan mereka dan pastilah Aku masukkan mereka ke dalam surga yang mengalir sungai-sungai di bawahnya sebagai pahala di sisi Allah. Dan Allah pada sisi-Nya pahala yang baik.,tuhan kenan mohon firman sungguh sia nyiakan amal amal laki laki perempuan turun hijrah usir kampung halaman sakit jalan ku perang bunuh ku hapus salah salah masuk surga alir sungai sungai bawah pahala sisi allah allah sisi pahala,bangsa bangsa terdahulu
[3.195],Ali-Imran,195,Maka Tuhan mereka memperkenankan permohonannya (dengan berfirman) Sesungguhnya Aku tidak menyia-nyiakan amal orang-orang yang beramal di antara kamu baik laki-laki atau perempuan (karena) sebagian kamu adalah turunan dari sebagian yang lain. Maka orang-orang yang berhijrah yang diusir dari kampung halamannya yang disakiti pada jalan-Ku yang berperang dan yang dibunuh pastilah akan Ku-hapuskan kesalahan-kesalahan mereka dan pastilah Aku masukkan mereka ke dalam surga yang mengalir sungai-sungai di bawahnya sebagai pahala di sisi Allah. Dan Allah pada sisi-Nya pahala yang baik.,tuhan kenan mohon firman sungguh sia nyiakan amal amal laki laki perempuan turun hijrah usir kampung halaman sakit jalan ku perang bunuh ku hapus salah salah masuk surga alir sungai sungai bawah pahala sisi allah allah sisi pahala,ibadah
[3.195],Ali-Imran,195,Maka Tuhan mereka memperkenankan permohonannya (dengan berfirman) Sesungguhnya Aku tidak menyia-nyiakan amal orang-orang yang beramal di antara kamu baik laki-laki atau perempuan (karena) sebagian kamu adalah turunan dari sebagian yang lain. Maka orang-orang yang berhijrah yang diusir dari kampung halamannya yang disakiti pada jalan-Ku yang berperang dan yang dibunuh pastilah akan Ku-hapuskan kesalahan-kesalahan mereka dan pastilah Aku masukkan mereka ke dalam surga yang mengalir sungai-sungai di bawahnya sebagai pahala di sisi Allah. Dan Allah pada sisi-Nya pahala yang baik.,tuhan kenan mohon firman sungguh sia nyiakan amal amal laki laki perempuan turun hijrah usir kampung halaman sakit jalan ku perang bunuh ku hapus salah salah masuk surga alir sungai sungai bawah pahala sisi allah allah sisi pahala,iman
[3.195],Ali-Imran,195,Maka Tuhan mereka memperkenankan permohonannya (dengan berfirman) Sesungguhnya Aku tidak menyia-nyiakan amal orang-orang yang beramal di antara kamu baik laki-laki atau perempuan (karena) sebagian kamu adalah turunan dari sebagian yang lain. Maka orang-orang yang berhijrah yang diusir dari kampung halamannya yang disakiti pada jalan-Ku yang berperang dan yang dibunuh pastilah akan Ku-hapuskan kesalahan-kesalahan mereka dan pastilah Aku masukkan mereka ke dalam surga yang mengalir sungai-sungai di bawahnya sebagai pahala di sisi Allah. Dan Allah pada sisi-Nya pahala yang baik.,tuhan kenan mohon firman sungguh sia nyiakan amal amal laki laki perempuan turun hijrah usir kampung halaman sakit jalan ku perang bunuh ku hapus salah salah masuk surga alir sungai sungai bawah pahala sisi allah allah sisi pahala,jihad
[3.195],Ali-Imran,195,Maka Tuhan mereka memperkenankan permohonannya (dengan berfirman) Sesungguhnya Aku tidak menyia-nyiakan amal orang-orang yang beramal di antara kamu baik laki-laki atau perempuan (karena) sebagian kamu adalah turunan dari sebagian yang lain. Maka orang-orang yang berhijrah yang diusir dari kampung halamannya yang disakiti pada jalan-Ku yang berperang dan yang dibunuh pastilah akan Ku-hapuskan kesalahan-kesalahan mereka dan pastilah Aku masukkan mereka ke dalam surga yang mengalir sungai-sungai di bawahnya sebagai pahala di sisi Allah. Dan Allah pada sisi-Nya pahala yang baik.,tuhan kenan mohon firman sungguh sia nyiakan amal amal laki laki perempuan turun hijrah usir kampung halaman sakit jalan ku perang bunuh ku hapus salah salah masuk surga alir sungai sungai bawah pahala sisi allah allah sisi pahala,sejarah
[3.196],Ali-Imran,196,Janganlah sekali-kali kamu terperdaya oleh kebebasan orang-orang kafir bergerak di dalam negeri.,daya bebas kafir gerak negeri,iman
[3.196],Ali-Imran,196,Janganlah sekali-kali kamu terperdaya oleh kebebasan orang-orang kafir bergerak di dalam negeri.,daya bebas kafir gerak negeri,sejarah
[3.197],Ali-Imran,197,Itu hanyalah kesenangan sementara kemudian tempat tinggal mereka ialah Jahanam dan Jahanam itu adalah tempat yang seburuk-buruknya.,senang tinggal jahanam jahanam buruk buruk,akhlaq dan adab
[3.197],Ali-Imran,197,Itu hanyalah kesenangan sementara kemudian tempat tinggal mereka ialah Jahanam dan Jahanam itu adalah tempat yang seburuk-buruknya.,senang tinggal jahanam jahanam buruk buruk,iman
[3.198],Ali-Imran,198,Akan tetapi orang-orang yang bertakwa kepada Tuhan-nya bagi mereka surga yang mengalir sungai-sungai di dalamnya sedang mereka kekal di dalamnya sebagai tempat tinggal (anugerah) dari sisi Allah. Dan apa yang di sisi Allah adalah lebih baik bagi orang-orang yang berbakti.,takwa tuhan surga alir sungai sungai dalam kekal dalam tinggal anugerah sisi allah sisi allah bakti,akhlaq dan adab
[3.198],Ali-Imran,198,Akan tetapi orang-orang yang bertakwa kepada Tuhan-nya bagi mereka surga yang mengalir sungai-sungai di dalamnya sedang mereka kekal di dalamnya sebagai tempat tinggal (anugerah) dari sisi Allah. Dan apa yang di sisi Allah adalah lebih baik bagi orang-orang yang berbakti.,takwa tuhan surga alir sungai sungai dalam kekal dalam tinggal anugerah sisi allah sisi allah bakti,iman
[3.199],Ali-Imran,199,Dan sesungguhnya di antara ahli kitab ada orang yang beriman kepada Allah dan kepada apa yang diturunkan kepada kamu dan yang diturunkan kepada mereka sedang mereka berendah hati kepada Allah dan mereka tidak menukarkan ayat-ayat Allah dengan harga yang sedikit. Mereka memperoleh pahala di sisi Tuhan-nya. Sesungguhnya Allah amat cepat perhitungan-Nya.,sungguh ahli kitab iman allah turun turun rendah hati allah tukar ayat ayat allah harga oleh pahala sisi tuhan sungguh allah cepat hitung,akhlaq dan adab
[3.199],Ali-Imran,199,Dan sesungguhnya di antara ahli kitab ada orang yang beriman kepada Allah dan kepada apa yang diturunkan kepada kamu dan yang diturunkan kepada mereka sedang mereka berendah hati kepada Allah dan mereka tidak menukarkan ayat-ayat Allah dengan harga yang sedikit. Mereka memperoleh pahala di sisi Tuhan-nya. Sesungguhnya Allah amat cepat perhitungan-Nya.,sungguh ahli kitab iman allah turun turun rendah hati allah tukar ayat ayat allah harga oleh pahala sisi tuhan sungguh allah cepat hitung,alquran
[3.199],Ali-Imran,199,Dan sesungguhnya di antara ahli kitab ada orang yang beriman kepada Allah dan kepada apa yang diturunkan kepada kamu dan yang diturunkan kepada mereka sedang mereka berendah hati kepada Allah dan mereka tidak menukarkan ayat-ayat Allah dengan harga yang sedikit. Mereka memperoleh pahala di sisi Tuhan-nya. Sesungguhnya Allah amat cepat perhitungan-Nya.,sungguh ahli kitab iman allah turun turun rendah hati allah tukar ayat ayat allah harga oleh pahala sisi tuhan sungguh allah cepat hitung,iman
[3.199],Ali-Imran,199,Dan sesungguhnya di antara ahli kitab ada orang yang beriman kepada Allah dan kepada apa yang diturunkan kepada kamu dan yang diturunkan kepada mereka sedang mereka berendah hati kepada Allah dan mereka tidak menukarkan ayat-ayat Allah dengan harga yang sedikit. Mereka memperoleh pahala di sisi Tuhan-nya. Sesungguhnya Allah amat cepat perhitungan-Nya.,sungguh ahli kitab iman allah turun turun rendah hati allah tukar ayat ayat allah harga oleh pahala sisi tuhan sungguh allah cepat hitung,sejarah
[3.200],Ali-Imran,200,Hai orang-orang yang beriman bersabarlah kamu dan kuatkanlah kesabaranmu dan tetaplah bersiap siaga (di perbatasan negerimu) dan bertakwalah kepada Allah supaya kamu beruntung.,iman sabar kuat sabar tetap siaga batas negeri takwa allah untung,akhlaq dan adab
[3.200],Ali-Imran,200,Hai orang-orang yang beriman bersabarlah kamu dan kuatkanlah kesabaranmu dan tetaplah bersiap siaga (di perbatasan negerimu) dan bertakwalah kepada Allah supaya kamu beruntung.,iman sabar kuat sabar tetap siaga batas negeri takwa allah untung,iman
[3.200],Ali-Imran,200,Hai orang-orang yang beriman bersabarlah kamu dan kuatkanlah kesabaranmu dan tetaplah bersiap siaga (di perbatasan negerimu) dan bertakwalah kepada Allah supaya kamu beruntung.,iman sabar kuat sabar tetap siaga batas negeri takwa allah untung,jihad
[4.1],An-Nisa',1,Hai sekalian manusia bertakwalah kepada Tuhan-mu yang telah menciptakan kamu dari diri yang satu dan daripadanya Allah menciptakan istrinya dan daripada keduanya Allah memperkembang biakkan laki-laki dan perempuan yang banyak. Dan bertakwalah kepada Allah yang dengan (mempergunakan) nama-Nya kamu saling meminta satu sama lain dan (peliharalah) hubungan silaturahmi. Sesungguhnya Allah selalu menjaga dan mengawasi kamu.,manusia takwa tuhan cipta daripada allah cipta istri allah kembang biak laki laki perempuan takwa allah nama pelihara hubung silaturahmi sungguh allah jaga awas,akhlaq dan adab
[4.1],An-Nisa',1,Hai sekalian manusia bertakwalah kepada Tuhan-mu yang telah menciptakan kamu dari diri yang satu dan daripadanya Allah menciptakan istrinya dan daripada keduanya Allah memperkembang biakkan laki-laki dan perempuan yang banyak. Dan bertakwalah kepada Allah yang dengan (mempergunakan) nama-Nya kamu saling meminta satu sama lain dan (peliharalah) hubungan silaturahmi. Sesungguhnya Allah selalu menjaga dan mengawasi kamu.,manusia takwa tuhan cipta daripada allah cipta istri allah kembang biak laki laki perempuan takwa allah nama pelihara hubung silaturahmi sungguh allah jaga awas,alquran
[4.1],An-Nisa',1,Hai sekalian manusia bertakwalah kepada Tuhan-mu yang telah menciptakan kamu dari diri yang satu dan daripadanya Allah menciptakan istrinya dan daripada keduanya Allah memperkembang biakkan laki-laki dan perempuan yang banyak. Dan bertakwalah kepada Allah yang dengan (mempergunakan) nama-Nya kamu saling meminta satu sama lain dan (peliharalah) hubungan silaturahmi. Sesungguhnya Allah selalu menjaga dan mengawasi kamu.,manusia takwa tuhan cipta daripada allah cipta istri allah kembang biak laki laki perempuan takwa allah nama pelihara hubung silaturahmi sungguh allah jaga awas,bangsa bangsa terdahulu
[4.1],An-Nisa',1,Hai sekalian manusia bertakwalah kepada Tuhan-mu yang telah menciptakan kamu dari diri yang satu dan daripadanya Allah menciptakan istrinya dan daripada keduanya Allah memperkembang biakkan laki-laki dan perempuan yang banyak. Dan bertakwalah kepada Allah yang dengan (mempergunakan) nama-Nya kamu saling meminta satu sama lain dan (peliharalah) hubungan silaturahmi. Sesungguhnya Allah selalu menjaga dan mengawasi kamu.,manusia takwa tuhan cipta daripada allah cipta istri allah kembang biak laki laki perempuan takwa allah nama pelihara hubung silaturahmi sungguh allah jaga awas,iman
[4.2],An-Nisa',2,Dan berikanlah kepada anak-anak yatim (yang sudah balig) harta mereka jangan kamu menukar yang baik dengan yang buruk dan jangan kamu makan harta mereka bersama hartamu. Sesungguhnya tindakan-tindakan (menukar dan memakan) itu adalah dosa yang besar.,beri anak anak yatim balig harta tukar buruk makan harta harta sungguh tindak tindak tukar makan dosa,akhlaq dan adab
[4.2],An-Nisa',2,Dan berikanlah kepada anak-anak yatim (yang sudah balig) harta mereka jangan kamu menukar yang baik dengan yang buruk dan jangan kamu makan harta mereka bersama hartamu. Sesungguhnya tindakan-tindakan (menukar dan memakan) itu adalah dosa yang besar.,beri anak anak yatim balig harta tukar buruk makan harta harta sungguh tindak tindak tukar makan dosa,hukum privat
[4.2],An-Nisa',2,Dan berikanlah kepada anak-anak yatim (yang sudah balig) harta mereka jangan kamu menukar yang baik dengan yang buruk dan jangan kamu makan harta mereka bersama hartamu. Sesungguhnya tindakan-tindakan (menukar dan memakan) itu adalah dosa yang besar.,beri anak anak yatim balig harta tukar buruk makan harta harta sungguh tindak tindak tukar makan dosa,ibadah
[4.2],An-Nisa',2,Dan berikanlah kepada anak-anak yatim (yang sudah balig) harta mereka jangan kamu menukar yang baik dengan yang buruk dan jangan kamu makan harta mereka bersama hartamu. Sesungguhnya tindakan-tindakan (menukar dan memakan) itu adalah dosa yang besar.,beri anak anak yatim balig harta tukar buruk makan harta harta sungguh tindak tindak tukar makan dosa,ilmu
[4.3],An-Nisa',3,Dan jika kamu takut tidak akan dapat berlaku adil terhadap (hak-hak) perempuan yatim (bilamana kamu mengawininya) maka kawinilah wanita-wanita (lain) yang kamu senangi: dua tiga atau empat. Kemudian jika kamu takut tidak akan dapat berlaku adil maka (kawinilah) seorang saja atau budak-budak yang kamu miliki. Yang demikian itu adalah lebih dekat kepada tidak berbuat aniaya.,takut laku adil hak hak perempuan yatim bilamana awin kawin wanita wanita senang takut laku adil kawin budak budak milik buat aniaya,akhlaq dan adab
[4.3],An-Nisa',3,Dan jika kamu takut tidak akan dapat berlaku adil terhadap (hak-hak) perempuan yatim (bilamana kamu mengawininya) maka kawinilah wanita-wanita (lain) yang kamu senangi: dua tiga atau empat. Kemudian jika kamu takut tidak akan dapat berlaku adil maka (kawinilah) seorang saja atau budak-budak yang kamu miliki. Yang demikian itu adalah lebih dekat kepada tidak berbuat aniaya.,takut laku adil hak hak perempuan yatim bilamana awin kawin wanita wanita senang takut laku adil kawin budak budak milik buat aniaya,hukum privat
[4.3],An-Nisa',3,Dan jika kamu takut tidak akan dapat berlaku adil terhadap (hak-hak) perempuan yatim (bilamana kamu mengawininya) maka kawinilah wanita-wanita (lain) yang kamu senangi: dua tiga atau empat. Kemudian jika kamu takut tidak akan dapat berlaku adil maka (kawinilah) seorang saja atau budak-budak yang kamu miliki. Yang demikian itu adalah lebih dekat kepada tidak berbuat aniaya.,takut laku adil hak hak perempuan yatim bilamana awin kawin wanita wanita senang takut laku adil kawin budak budak milik buat aniaya,muamalat
[4.4],An-Nisa',4,Berikanlah maskawin (mahar) kepada wanita (yang kamu nikahi) sebagai pemberian dengan penuh kerelaan. Kemudian jika mereka menyerahkan kepada kamu sebagian dari maskawin itu dengan senang hati maka makanlah (ambillah) pemberian itu (sebagai makanan) yang sedap lagi baik akibatnya.,beri maskawin mahar wanita nikah beri penuh rela serah maskawin senang hati makan ambil beri makan sedap akibat,hukum privat
[4.4],An-Nisa',4,Berikanlah maskawin (mahar) kepada wanita (yang kamu nikahi) sebagai pemberian dengan penuh kerelaan. Kemudian jika mereka menyerahkan kepada kamu sebagian dari maskawin itu dengan senang hati maka makanlah (ambillah) pemberian itu (sebagai makanan) yang sedap lagi baik akibatnya.,beri maskawin mahar wanita nikah beri penuh rela serah maskawin senang hati makan ambil beri makan sedap akibat,sejarah
[4.5],An-Nisa',5,Dan janganlah kamu serahkan kepada orang-orang yang belum sempurna akalnya harta (mereka yang ada dalam kekuasaanmu) yang dijadikan Allah sebagai pokok kehidupan. Berilah mereka belanja dan pakaian (dari hasil harta itu) dan ucapkanlah kepada mereka kata-kata yang baik.,serah sempurna akal harta kuasa jadi allah pokok hidup ilah belanja pakai hasil harta ucap,alquran
[4.5],An-Nisa',5,Dan janganlah kamu serahkan kepada orang-orang yang belum sempurna akalnya harta (mereka yang ada dalam kekuasaanmu) yang dijadikan Allah sebagai pokok kehidupan. Berilah mereka belanja dan pakaian (dari hasil harta itu) dan ucapkanlah kepada mereka kata-kata yang baik.,serah sempurna akal harta kuasa jadi allah pokok hidup ilah belanja pakai hasil harta ucap,ibadah
[4.5],An-Nisa',5,Dan janganlah kamu serahkan kepada orang-orang yang belum sempurna akalnya harta (mereka yang ada dalam kekuasaanmu) yang dijadikan Allah sebagai pokok kehidupan. Berilah mereka belanja dan pakaian (dari hasil harta itu) dan ucapkanlah kepada mereka kata-kata yang baik.,serah sempurna akal harta kuasa jadi allah pokok hidup ilah belanja pakai hasil harta ucap,muamalat
[4.6],An-Nisa',6,Dan ujilah anak yatim itu sampai mereka cukup umur untuk kawin. Kemudian jika menurut pendapatmu mereka telah cerdas (pandai memelihara harta) maka serahkanlah kepada mereka harta-hartanya. Dan janganlah kamu makan harta anak yatim lebih dari batas kepatutan dan (janganlah kamu) tergesa-gesa (membelanjakannya) sebelum mereka dewasa. Barang siapa (di antara pemelihara itu) mampu maka hendaklah ia menahan diri (dari memakan harta anak yatim itu) dan barang siapa miskin maka bolehlah ia makan harta itu menurut yang patut. Kemudian apabila kamu menyerahkan harta kepada mereka maka hendaklah kamu adakan saksi-saksi (tentang penyerahan itu) bagi mereka. Dan cukuplah Allah sebagai Pengawas (atas persaksian itu).,uji anak yatim umur kawin dapat cerdas pandai pelihara harta serah harta harta makan harta anak yatim batas patut gesa gesa belanja dewasa barang pelihara tahan makan harta anak yatim barang miskin makan harta patut serah harta adakan saksi saksi serah allah awas saksi,akhlaq dan adab
[4.6],An-Nisa',6,Dan ujilah anak yatim itu sampai mereka cukup umur untuk kawin. Kemudian jika menurut pendapatmu mereka telah cerdas (pandai memelihara harta) maka serahkanlah kepada mereka harta-hartanya. Dan janganlah kamu makan harta anak yatim lebih dari batas kepatutan dan (janganlah kamu) tergesa-gesa (membelanjakannya) sebelum mereka dewasa. Barang siapa (di antara pemelihara itu) mampu maka hendaklah ia menahan diri (dari memakan harta anak yatim itu) dan barang siapa miskin maka bolehlah ia makan harta itu menurut yang patut. Kemudian apabila kamu menyerahkan harta kepada mereka maka hendaklah kamu adakan saksi-saksi (tentang penyerahan itu) bagi mereka. Dan cukuplah Allah sebagai Pengawas (atas persaksian itu).,uji anak yatim umur kawin dapat cerdas pandai pelihara harta serah harta harta makan harta anak yatim batas patut gesa gesa belanja dewasa barang pelihara tahan makan harta anak yatim barang miskin makan harta patut serah harta adakan saksi saksi serah allah awas saksi,hukum privat
[4.6],An-Nisa',6,Dan ujilah anak yatim itu sampai mereka cukup umur untuk kawin. Kemudian jika menurut pendapatmu mereka telah cerdas (pandai memelihara harta) maka serahkanlah kepada mereka harta-hartanya. Dan janganlah kamu makan harta anak yatim lebih dari batas kepatutan dan (janganlah kamu) tergesa-gesa (membelanjakannya) sebelum mereka dewasa. Barang siapa (di antara pemelihara itu) mampu maka hendaklah ia menahan diri (dari memakan harta anak yatim itu) dan barang siapa miskin maka bolehlah ia makan harta itu menurut yang patut. Kemudian apabila kamu menyerahkan harta kepada mereka maka hendaklah kamu adakan saksi-saksi (tentang penyerahan itu) bagi mereka. Dan cukuplah Allah sebagai Pengawas (atas persaksian itu).,uji anak yatim umur kawin dapat cerdas pandai pelihara harta serah harta harta makan harta anak yatim batas patut gesa gesa belanja dewasa barang pelihara tahan makan harta anak yatim barang miskin makan harta patut serah harta adakan saksi saksi serah allah awas saksi,ibadah
[4.6],An-Nisa',6,Dan ujilah anak yatim itu sampai mereka cukup umur untuk kawin. Kemudian jika menurut pendapatmu mereka telah cerdas (pandai memelihara harta) maka serahkanlah kepada mereka harta-hartanya. Dan janganlah kamu makan harta anak yatim lebih dari batas kepatutan dan (janganlah kamu) tergesa-gesa (membelanjakannya) sebelum mereka dewasa. Barang siapa (di antara pemelihara itu) mampu maka hendaklah ia menahan diri (dari memakan harta anak yatim itu) dan barang siapa miskin maka bolehlah ia makan harta itu menurut yang patut. Kemudian apabila kamu menyerahkan harta kepada mereka maka hendaklah kamu adakan saksi-saksi (tentang penyerahan itu) bagi mereka. Dan cukuplah Allah sebagai Pengawas (atas persaksian itu).,uji anak yatim umur kawin dapat cerdas pandai pelihara harta serah harta harta makan harta anak yatim batas patut gesa gesa belanja dewasa barang pelihara tahan makan harta anak yatim barang miskin makan harta patut serah harta adakan saksi saksi serah allah awas saksi,iman
